"t.body.acc.mean.x" "t.body.acc.mean.y" "t.body.acc.mean.z" "t.body.acc.std.x" "t.body.acc.std.y" "t.body.acc.std.z" "t.gravity.acc.mean.x" "t.gravity.acc.mean.y" "t.gravity.acc.mean.z" "t.gravity.acc.std.x" "t.gravity.acc.std.y" "t.gravity.acc.std.z" "t.body.acc.jerk.mean.x" "t.body.acc.jerk.mean.y" "t.body.acc.jerk.mean.z" "t.body.acc.jerk.std.x" "t.body.acc.jerk.std.y" "t.body.acc.jerk.std.z" "t.body.gyro.mean.x" "t.body.gyro.mean.y" "t.body.gyro.mean.z" "t.body.gyro.std.x" "t.body.gyro.std.y" "t.body.gyro.std.z" "t.body.gyro.jerk.mean.x" "t.body.gyro.jerk.mean.y" "t.body.gyro.jerk.mean.z" "t.body.gyro.jerk.std.x" "t.body.gyro.jerk.std.y" "t.body.gyro.jerk.std.z" "t.body.acc.mag.mean" "t.body.acc.mag.std" "t.gravity.acc.mag.mean" "t.gravity.acc.mag.std" "t.body.acc.jerk.mag.mean" "t.body.acc.jerk.mag.std" "t.body.gyro.mag.mean" "t.body.gyro.mag.std" "t.body.gyro.jerk.mag.mean" "t.body.gyro.jerk.mag.std" "f.body.acc.mean.x" "f.body.acc.mean.y" "f.body.acc.mean.z" "f.body.acc.std.x" "f.body.acc.std.y" "f.body.acc.std.z" "f.body.acc.mean.freq.x" "f.body.acc.mean.freq.y" "f.body.acc.mean.freq.z" "f.body.acc.jerk.mean.x" "f.body.acc.jerk.mean.y" "f.body.acc.jerk.mean.z" "f.body.acc.jerk.std.x" "f.body.acc.jerk.std.y" "f.body.acc.jerk.std.z" "f.body.acc.jerk.mean.freq.x" "f.body.acc.jerk.mean.freq.y" "f.body.acc.jerk.mean.freq.z" "f.body.gyro.mean.x" "f.body.gyro.mean.y" "f.body.gyro.mean.z" "f.body.gyro.std.x" "f.body.gyro.std.y" "f.body.gyro.std.z" "f.body.gyro.mean.freq.x" "f.body.gyro.mean.freq.y" "f.body.gyro.mean.freq.z" "f.body.acc.mag.mean" "f.body.acc.mag.std" "f.body.acc.mag.mean.freq" "f.body.body.acc.jerk.mag.mean" "f.body.body.acc.jerk.mag.std" "f.body.body.acc.jerk.mag.mean.freq" "f.body.body.gyro.mag.mean" "f.body.body.gyro.mag.std" "f.body.body.gyro.mag.mean.freq" "f.body.body.gyro.jerk.mag.mean" "f.body.body.gyro.jerk.mag.std" "f.body.body.gyro.jerk.mag.mean.freq" "angle.t.body.acc.mean.gravity" "angle.t.body.acc.jerk.mean.gravity.mean" "angle.t.body.gyro.mean.gravity.mean" "angle.t.body.gyro.jerk.mean.gravity.mean" "angle.x.gravity.mean" "angle.y.gravity.mean" "angle.z.gravity.mean"
"walking.upstairs.7" 0.28342151745098 -0.0152396430215686 -0.105562723235294 -0.985649601764706 -0.954555069215686 -0.947517341176471 0.932757561764706 -0.224378979137255 -0.105372061039216 -0.975675123529412 -0.967137341372549 -0.946614648431373 0.0714736205629412 0.00178877278078431 -0.0103235167103922 -0.990337067254902 -0.982291380196078 -0.984609674705882 -0.0257624755764706 -0.0515675496784314 0.0747168817843137 -0.973604302941177 -0.96645722 -0.977262890784314 -0.100895851137255 -0.0437917306470588 -0.0510513413019608 -0.977351205098039 -0.981839071372549 -0.987151077843137 -0.96227073254902 -0.95160123745098 -0.96227073254902 -0.95160123745098 -0.987062537254902 -0.98575588 -0.962559775294118 -0.953633761176471 -0.984766311176471 -0.97760195254902 -0.986076036078431 -0.963925427843137 -0.964842781372549 -0.985718603137255 -0.952603386862745 -0.942600603529412 0.00640425587843137 0.0781967331294118 0.160866431709804 -0.990116555490196 -0.982018008431373 -0.981881514313726 -0.99149890627451 -0.9839969 -0.98601186254902 0.287563138 -0.000681025862745097 0.140869840372549 -0.968755277647059 -0.968580093921569 -0.976424046470588 -0.975427718823529 -0.965660525686274 -0.979634678431373 -0.0726205896862745 -0.164061222247059 0.0611133173588235 -0.965263479411765 -0.952541849019608 0.162918774029412 -0.985348135490196 -0.985067065294118 0.368621456352941 -0.961508679215686 -0.95632514254902 -0.0320559146470588 -0.978534453333333 -0.977793981568627 0.274201443623726 -0.00486686046411765 0.0383464608784314 0.0425259378039216 0.0561869303901961 -0.726119372352941 0.236892529784314 0.0957435905598039
"laying.8" 0.278046707222222 -0.0162722035925926 -0.10916883 -0.992746913518519 -0.963160435185185 -0.971254885925926 0.923067245 -0.233238078148148 -0.0715365684814815 -0.992932011851852 -0.980383396481481 -0.975075899074074 0.0747551428888889 0.00983231891092593 -0.000324973509444445 -0.98930789537037 -0.976870523333333 -0.989051148333333 -0.0257079701107407 -0.0717382985925926 0.0772781231296296 -0.97330864462963 -0.982464145555556 -0.979608398333333 -0.0993056297037037 -0.0413289008888889 -0.0539765626666667 -0.981751738148148 -0.991189493333333 -0.986715969259259 -0.976966551666667 -0.975923322037037 -0.976966551666667 -0.975923322037037 -0.987950407407407 -0.983745323148148 -0.96999741037037 -0.971025357222222 -0.990186570925926 -0.986623734814815 -0.990991232962963 -0.966307007222222 -0.978974908333333 -0.993593214259259 -0.96298896962963 -0.968610977777778 0.0269312463611111 0.0488675285259259 0.0994866371203704 -0.989524291481481 -0.976002135 -0.986830712222222 -0.990049803333333 -0.97988693462963 -0.989935689074074 0.237965521314815 -0.013672580767963 0.0612619399759259 -0.970679838703704 -0.984493403148148 -0.978894314444444 -0.974265934814815 -0.981463115740741 -0.981732742222222 -0.163116968585185 -0.173580931833333 0.0257928191351852 -0.978402617037037 -0.97732408462963 0.123595940351852 -0.983649283518519 -0.982633482962963 0.334192329851852 -0.97793237537037 -0.971472862777778 -0.103120478083333 -0.988134212407407 -0.985494690925926 0.205409800783333 0.0348418338333333 -0.00348731052851852 0.070205043462963 0.0508561101111111 -0.703038808518519 0.243166203333333 0.0724827895185185
"sitting.8" 0.280748276521739 -0.0176622491504348 -0.106467450565217 -0.987864803043478 -0.951434380869565 -0.953053427391304 0.933336884782609 -0.106660886869565 -0.194707049565217 -0.987824551956522 -0.977671229565217 -0.963774510869565 0.0740978783913043 0.0141090583445435 -0.00342120171891304 -0.986432040869565 -0.977093709130435 -0.986136234782609 -0.0285945802630435 -0.0583877820804348 0.0871663763695652 -0.965384881521739 -0.97237297 -0.973572447391304 -0.10103587376087 -0.0426873124782609 -0.0551928847608696 -0.982804115869565 -0.988653900217391 -0.98701408 -0.968367609565217 -0.956428330652174 -0.968367609565217 -0.956428330652174 -0.985340490869565 -0.982571663478261 -0.961694448478261 -0.95227944326087 -0.98878862 -0.986126597826087 -0.98680792 -0.960388954782609 -0.970031253913043 -0.988424285217391 -0.94972768326087 -0.947907225217391 -0.03283829915 -0.00533908253173913 -0.0377272035217391 -0.98670754826087 -0.97701629826087 -0.983886343043478 -0.987383226521739 -0.978958419347826 -0.987004454565217 0.212733820021739 -0.0965651401869565 -0.0385917698456522 -0.965025634130435 -0.976636701304348 -0.974341119130435 -0.966007628913043 -0.970269275434783 -0.97572933826087 -0.197174188205435 -0.268571407565217 -0.0693222442478261 -0.967356663478261 -0.95738757826087 0.0345088017826087 -0.982546040434783 -0.981440580652174 0.307227388565217 -0.96656167673913 -0.951875189782609 -0.145722746086957 -0.986835416956522 -0.985908888913044 0.114817597419565 -0.0110276586734783 0.027909886826087 0.0198206340217391 -0.0261903539347826 -0.747482226304348 0.156517106782609 0.158048332608696
"standing.8" 0.278091632777778 -0.0168811026685185 -0.107220105259259 -0.993465307407407 -0.954501270925926 -0.963433482592593 0.957165730740741 -0.098747646462963 -0.0371411136481481 -0.995648862962963 -0.98169029 -0.975130706851852 0.075916737037037 0.0113343716293519 -0.000116224936666667 -0.990649343148148 -0.977393808148148 -0.988416883148148 -0.0268616034037037 -0.0748387424259259 0.0854900252407407 -0.961493847592593 -0.978199940925926 -0.974276963703704 -0.0993278071296296 -0.0401024068888889 -0.053847460037037 -0.982544569259259 -0.991289722592593 -0.987616365740741 -0.972992288703704 -0.969900617407407 -0.972992288703704 -0.969900617407407 -0.98725521037037 -0.98657335037037 -0.962891611111111 -0.95604172037037 -0.989383831666667 -0.988560260555556 -0.991879618333333 -0.962961875740741 -0.974592562222222 -0.994208687407407 -0.952595863518519 -0.959626159259259 0.0076796690012963 -0.0701110729796296 -0.00826216307407408 -0.990686242777778 -0.97711895037037 -0.98624394037037 -0.991470087222222 -0.979507864074074 -0.989212126851852 0.208857032740741 -0.135597229866667 -0.0465671241907407 -0.963438291481482 -0.982640043333333 -0.976379397222222 -0.961600176666667 -0.975981491666667 -0.975877243148148 -0.284568289616667 -0.339966097462963 -0.177950526146296 -0.976536503148148 -0.970297037962963 -0.0340465596759259 -0.985646081666667 -0.986654522962963 0.357648313518519 -0.970750042592593 -0.954849827592593 -0.308194587166667 -0.989076225740741 -0.988377140740741 0.0891512477296296 0.0146445052787037 0.000916740274074075 -0.0296623532518519 0.014066832762963 -0.826079352592593 0.151177603314815 0.0478624993148148
"walking.8" 0.277467178125 -0.0174713381666667 -0.108898690145833 -0.991291406458333 -0.969328892083333 -0.969080553125 0.917192398541667 -0.236342703333333 -0.0498248327291667 -0.990773838958333 -0.981274765208333 -0.97487882375 0.0753813112708333 0.00808037821875 -0.00122723380039583 -0.988244038125 -0.981813505833333 -0.989331599166667 -0.02659207909625 -0.0812307917083333 0.0891998388541667 -0.97788163875 -0.983085838958333 -0.983072978125 -0.100992219375 -0.040786739 -0.054188882 -0.985189838541667 -0.991786692916667 -0.990072042083333 -0.97804792625 -0.979091122916667 -0.97804792625 -0.979091122916667 -0.988376688125 -0.986305848125 -0.976638990833333 -0.975246154583333 -0.991393585 -0.98937858875 -0.9895950775 -0.97355589625 -0.97975066875 -0.992150140833333 -0.968314027916667 -0.965444208333333 0.0299075578604167 0.03470227590625 0.121043317679167 -0.988275423333333 -0.981841151666667 -0.987482209166667 -0.989283239375 -0.983161237083333 -0.989763395208333 0.244341739022917 0.0346265135166667 0.089710442925 -0.975841327708333 -0.985016716041667 -0.982740346041667 -0.978721795208333 -0.982080790208333 -0.984718425208333 -0.21105399613875 -0.185537206829167 0.0277915952458333 -0.981918225 -0.979893957708333 0.126649465458333 -0.986176075625 -0.985358349791667 0.37647059 -0.981286362291667 -0.975494629166667 -0.1427755315 -0.98999316 -0.989028300416667 0.2468019958875 0.00469585028479167 -0.00492200186666667 0.02315947905625 0.112706123916667 -0.699724653958333 0.245506545833333 0.0579116494375
"walking.downstairs.8" 0.278791856578947 -0.0172752462789474 -0.113301537186053 -0.987000173947368 -0.939047230789474 -0.94864810368421 0.934394003684211 -0.251752662631579 0.0290165427368421 -0.981208341578947 -0.960530113157895 -0.945754997368421 0.0735553490526316 0.00544209684947368 -0.00767804636289474 -0.988490172894737 -0.977246202368421 -0.988435111578947 -0.0263614025394737 -0.0671133482368421 0.0735350563947368 -0.948703041842105 -0.972256193421053 -0.963602339210526 -0.102454756465789 -0.0412776272368421 -0.0516136433113158 -0.981538137631579 -0.991415594210526 -0.988952197368421 -0.955525895 -0.950626731578947 -0.955525895 -0.950626731578947 -0.986289455526316 -0.985986005789474 -0.942905476842105 -0.939931927631579 -0.989018331578947 -0.989613541315789 -0.986605707631579 -0.951696397368421 -0.966343926578947 -0.987267092105263 -0.936200523947368 -0.943207650526316 -0.0349473333394737 -0.0738423944236842 -0.00911660655263158 -0.98869298 -0.976800356052632 -0.986134635526316 -0.989308048157895 -0.979650586052632 -0.989406825 0.203299265210526 -0.07926867065 0.0223679271231579 -0.951889196842105 -0.978480973947368 -0.968949430263158 -0.948724830526316 -0.969154877105263 -0.965314211315789 -0.256084396736842 -0.319978063026316 -0.104965154868421 -0.962916732631579 -0.951478039473684 -0.0588490474736842 -0.985086276052632 -0.986133065 0.386531328268421 -0.961066986578947 -0.937847574210526 -0.255443396315789 -0.989858200263158 -0.989775382105263 0.149585822868421 0.00478428344578947 0.0360869693421053 -0.0256176779736842 0.00425719739473684 -0.738689988684211 0.256460986842105 0.00133276942105263
"walking.upstairs.8" 0.277854604878049 -0.016029696477561 -0.104960017780488 -0.992301471463415 -0.93589386 -0.949511897073171 0.951924122439024 -0.194546251219512 0.0855267123414634 -0.995060734878049 -0.971854364390244 -0.964092507073171 0.0755923311951219 0.0110322109585366 0.00172641451341463 -0.989428871707317 -0.972276762926829 -0.987486409268293 -0.0273103023195122 -0.0710208397317073 0.0830142289512195 -0.940547422682927 -0.972243271463415 -0.959505966585366 -0.0958039956121951 -0.0422908603560976 -0.0546877483609756 -0.974345001463415 -0.99075573902439 -0.985261498780488 -0.959332225609756 -0.961596364878049 -0.959332225609756 -0.961596364878049 -0.984804730487805 -0.98379269195122 -0.944422200243902 -0.93328055 -0.986199483902439 -0.985409483170732 -0.990557959512195 -0.950260366097561 -0.969501691219512 -0.993162882195122 -0.932750815853658 -0.943347451707317 0.035921575 -0.0919341591219512 -0.0196511582609756 -0.989286532439024 -0.972094902926829 -0.985044580243902 -0.990578979268293 -0.974617112926829 -0.988586698048781 0.222853979392683 -0.18000261977561 0.00611213040487805 -0.946975961707317 -0.977941949512195 -0.966983459268293 -0.940119694878049 -0.969569782195122 -0.961225185609756 -0.300595492341463 -0.336133592658537 -0.115569646634146 -0.971174101463415 -0.961946989756098 -0.0257172474878049 -0.982769715121951 -0.984038647560976 0.289942280756098 -0.958859771463415 -0.930590052682927 -0.324910118756098 -0.986254230243902 -0.985007097560976 0.0302628465512195 0.0289330848585366 0.0215575297463415 -0.0372643990243902 -0.0224204223902439 -0.795833268780488 0.216815986341463 -0.0378164876341463
"laying.9" 0.2800062678 -0.020185762374 -0.10656167604 -0.9658169854 -0.954916388 -0.9399149518 -0.13369103548 0.702387119 0.1982634332 -0.9525390284 -0.9790954538 -0.9564702314 0.07586978482 0.01484153199 -0.0092030399292 -0.9866302666 -0.980500986 -0.9836273478 -0.015008411992 -0.0797201102 0.11379396094 -0.9669546482 -0.9595746056 -0.9627436544 -0.1010357627 -0.044547614386 -0.06264790726 -0.9797324942 -0.9828674192 -0.9875824638 -0.9551864118 -0.9429024186 -0.9551864118 -0.9429024186 -0.9855096874 -0.9819327084 -0.9453717146 -0.9391246616 -0.9861222556 -0.9787471366 -0.9727780482 -0.9681366496 -0.9617956576 -0.9634519296 -0.9517944908 -0.9333569986 -0.258765335824 0.066642928063 -0.018312357296 -0.9862884506 -0.980534057 -0.9811437874 -0.9883192134 -0.981940142 -0.984698231 0.1350870941 0.052840160388 0.0203469793454 -0.9654497234 -0.968122407 -0.9656273934 -0.967918292 -0.9554871464 -0.9652443938 -0.17989087146 -0.160597888352 0.019836770716 -0.956903291 -0.9441110858 0.000275475693999999 -0.9823909704 -0.9802182858 0.2742075513 -0.9555115296 -0.9396893764 -0.133852396134 -0.9805789926 -0.9776729546 0.131025723404 0.023859627334 -0.005673681008 -0.0234661644848 0.07327997466 0.3443651258 -0.5072104522 -0.168262946
"sitting.9" 0.2780950434 -0.019893256902 -0.10844139588 -0.9782125874 -0.9666788708 -0.9604248318 -0.2114192682 0.8030610978 0.1629302232 -0.9698293406 -0.9823818786 -0.9700931568 0.07548524094 0.0152397519136 -0.0067697641326 -0.983983459 -0.9789805948 -0.9826358578 -0.01455268338 -0.07651469198 0.10692471848 -0.9764811488 -0.9672031498 -0.968377491 -0.099824437 -0.0409575965 -0.06317076876 -0.9832198676 -0.9799503462 -0.9851344746 -0.9695991198 -0.9645794102 -0.9695991198 -0.9645794102 -0.9843095002 -0.9801315372 -0.9544944798 -0.951210963 -0.9849050938 -0.9777501616 -0.978635605 -0.9706347216 -0.9693368788 -0.9781926808 -0.9667004124 -0.9582485546 -0.19505249526 0.1749044202 0.0953033699892 -0.983593327 -0.9791740262 -0.9800290338 -0.9859817058 -0.9803300074 -0.9838383926 0.13803869488 0.035472984544 0.063022488386 -0.9739435204 -0.9696010178 -0.9681665178 -0.9775744726 -0.9663360742 -0.9713186352 -0.113967028306 -0.12957775643 -0.003223686802 -0.9691051054 -0.966902701 0.120453065352 -0.97970464 -0.9795004876 0.28867217518 -0.9621374808 -0.9528994048 -0.090962716746 -0.9787400414 -0.977632625 0.1043448171804 -0.0098326207514 0.00858752742 0.0498154206416 -0.02969871032 0.4015112304 -0.6450621304 -0.1288240928
"standing.9" 0.286280461111111 -0.0155673249264444 -0.124987493577778 -0.95830286 -0.939863200666667 -0.907696177333333 -0.281663846711111 0.880120478 0.218232123866667 -0.949400391777778 -0.981485974666667 -0.937932876666667 0.0797145612 0.0121414358644444 0.00133524557173333 -0.965544497777778 -0.951911230444444 -0.967077069555556 -0.0136797677311111 -0.0555698305777778 0.146055536488889 -0.941198282888889 -0.943316638444444 -0.931681751555556 -0.0999777093777778 -0.0408915418 -0.0720352345533333 -0.957664997555556 -0.963470373111111 -0.966140741333333 -0.937406689777778 -0.919480876 -0.937406689777778 -0.919480876 -0.965491455777778 -0.953328400444444 -0.918083688 -0.896680546 -0.968893631111111 -0.953738331333333 -0.958511252666667 -0.941511390666667 -0.931751510444444 -0.958458902 -0.942382791111111 -0.902865184 -0.205202617177778 0.200126562993333 0.0794893278222222 -0.965279748222222 -0.952715141333333 -0.96255524 -0.969105249333333 -0.954492599111111 -0.970347477111111 0.0398615241053333 -0.0542245821111111 -0.0800438864875556 -0.936656622444444 -0.942103920888889 -0.93023731 -0.943233300888889 -0.944907608222222 -0.938655469333333 -0.111454591528889 -0.00787060689777777 -0.0623628257444444 -0.933891652 -0.924769355555556 0.110698767120667 -0.954953833777778 -0.950148347111111 0.121527969388889 -0.922972656 -0.898636873333333 -0.0815198334895556 -0.957933038222222 -0.951531219111111 -0.04137758766 0.000210526511333335 0.00441706853777778 0.018330173 0.01108344322 0.452708984222222 -0.741007851777778 -0.150486129088889
"walking.9" 0.277392202307692 -0.0178340429519231 -0.107652360634615 -0.982071073269231 -0.956033495384615 -0.960158843076923 -0.138647135576923 0.689086525384615 0.5281553125 -0.975060111538462 -0.976461873461538 -0.96238776 0.0779469125576923 0.0133126279384615 -0.00252909093663462 -0.988197977115385 -0.981023531153846 -0.984475222884615 -0.0154048983843846 -0.100219347019231 0.107798880730769 -0.975959506923077 -0.978046576346154 -0.979387299615385 -0.105116618019231 -0.0373800474615385 -0.0604334753846154 -0.984849265 -0.987373173269231 -0.991493793076923 -0.970772318846154 -0.962176919807692 -0.970772318846154 -0.962176919807692 -0.986755726923077 -0.983492055961538 -0.954631978846154 -0.958093157884615 -0.990336020192308 -0.984470830384615 -0.983595090192308 -0.967722164615385 -0.970270093653846 -0.981613211153846 -0.953381960769231 -0.95737645 -0.108608004346154 0.0703604013269231 0.18096116995 -0.988373959615385 -0.981057107307692 -0.982240112692308 -0.9890716975 -0.982448578653846 -0.985307528653846 0.147066132686538 0.0652495350940385 0.0803652035961538 -0.972737946346154 -0.979657506923077 -0.980872428846154 -0.977194728076923 -0.977368036538461 -0.9808188425 -0.0293011134423077 0.0315940133846154 0.179851440459615 -0.969271469038462 -0.963576264423077 0.148590622019231 -0.983439049807692 -0.9823882675 0.306462060711538 -0.968798553846154 -0.958635715769231 0.0505025286442308 -0.986540943269231 -0.982671571153846 0.00737033787903846 0.00900044671923077 -0.0216928642788462 0.0708199951326923 -0.0246518759423077 0.348377069038462 -0.509379232692308 -0.414413799038462
"walking.downstairs.9" 0.233779904047619 -0.0107483858914286 -0.0900563506928571 -0.94027918452381 -0.921233894285714 -0.925526056428571 -0.172396979642857 0.246227182142857 0.863161113809524 -0.893399215 -0.95419844 -0.920853621904762 0.0958771448333333 -0.00197576261547619 -0.0273118473680952 -0.982323483333333 -0.975303743333333 -0.982147001666667 -0.00576165616666667 -0.142435798880952 0.116196370642857 -0.968788887142857 -0.955110450714286 -0.968973259761905 -0.104030726095238 -0.0388191171166667 -0.0515395968571429 -0.980791244285714 -0.981692362619048 -0.987334697142857 -0.925583581904762 -0.895110039047619 -0.925583581904762 -0.895110039047619 -0.981480917619048 -0.979684798095238 -0.928235896428571 -0.943113337857143 -0.98465583452381 -0.98070892952381 -0.953710168333333 -0.944303226904762 -0.948109077142857 -0.935615870928571 -0.915345060166667 -0.919502394047619 -0.370908811357143 -0.1615691717 0.0962312982214286 -0.982305314761905 -0.976171272619048 -0.979241539047619 -0.983987292857143 -0.976219198095238 -0.983694364285714 -0.0151813801261905 -0.105681786509524 0.0230596455904762 -0.966513997857143 -0.961386679285714 -0.968367180238095 -0.969719708095238 -0.951988290952381 -0.971972809047619 -0.239081507666667 -0.282728971071429 0.0391009541428571 -0.927579100476191 -0.896048409285714 -0.118210677990476 -0.980303527380952 -0.977915812142857 0.275129282264286 -0.956557307142857 -0.944272307142857 -0.164801281190476 -0.981760228809524 -0.980615325238095 0.142435523714286 0.0564125187285714 0.0108858927380952 0.0100307706007143 0.049861602147619 0.370340037357143 -0.099845390952381 -0.720739083333333
"walking.upstairs.9" 0.265707146530612 -0.0145577823163265 -0.101272158285714 -0.942401841918367 -0.93299216 -0.941663175020408 -0.241503553755102 0.0388698997959184 0.872490615306122 -0.917702615102041 -0.959644423061224 -0.949218699387755 0.0838886606346939 0.00480374595163265 -0.0108326425387755 -0.976893710612245 -0.976667831836735 -0.977527235714286 -0.00378697376285714 -0.128324530142857 0.123391951693878 -0.965632333673469 -0.94340071755102 -0.969016893673469 -0.103471241816327 -0.0348178770752857 -0.0579863328571429 -0.974338347755102 -0.974267226734694 -0.985771843061224 -0.937069378979592 -0.91187815244898 -0.937069378979592 -0.91187815244898 -0.978960624897959 -0.973563472244898 -0.927596493265306 -0.92836684877551 -0.980966604489796 -0.970288274693878 -0.955618616734694 -0.948723825918367 -0.955139492653061 -0.938004122938776 -0.929220183877551 -0.938665583061224 -0.508410845612245 -0.151539048061224 0.0859238678 -0.977447090816327 -0.976895089591837 -0.974493073061224 -0.978380077346939 -0.978171843469388 -0.979161765510204 -0.0930596241142857 -0.156375988334694 -0.0353380257387755 -0.958963015306122 -0.949919547142857 -0.966641957959184 -0.967887092857143 -0.940440154489796 -0.972674739183674 -0.159250625167347 -0.313871070008163 0.116521214118571 -0.936453249 -0.913718771632653 -0.153763190842857 -0.974410344489796 -0.971541947142857 0.258892645702041 -0.943099798367347 -0.931408655306122 -0.197088666010204 -0.972274524285714 -0.969936342040816 0.0855394748979592 0.0283780121861224 0.0602438145253061 0.0206890879571429 0.0260421376673469 0.421691762102041 0.0513284940816326 -0.733847023877551
"laying.10" 0.261299097758621 -0.0160330527948276 -0.108089669275862 -0.952062741551724 -0.970242131034483 -0.974251591034483 -0.482476762931034 0.761294395689655 0.626038405172414 -0.923892005517241 -0.980923589310345 -0.973653377931034 0.0844382058413793 0.00818875942051724 -0.00121560069741379 -0.983449451896552 -0.976476981896552 -0.987700264827586 -0.0256028651206897 -0.0987781458275862 0.121052866672414 -0.983582076724138 -0.966544059655172 -0.971097405862069 -0.099926253637931 -0.0369361863103448 -0.0635787443275862 -0.975751744827586 -0.985727033965517 -0.988571800172414 -0.951228732758621 -0.940733276206897 -0.951228732758621 -0.940733276206897 -0.985013553275862 -0.980565741896552 -0.954426395 -0.956584404137931 -0.986180496896552 -0.980836528103448 -0.962189727241379 -0.971285115862069 -0.979224185 -0.94866920137931 -0.970873874137931 -0.972830132931034 -0.288426374655172 0.198103861917069 0.22623370322069 -0.983651135689655 -0.976954090172414 -0.985897429482759 -0.984714366724138 -0.977603941206897 -0.988052212413793 0.110522706793103 0.0425738131862069 0.112391339882759 -0.977029798793103 -0.973849646206897 -0.972319619655172 -0.986036341896552 -0.963165632068966 -0.973301269137931 0.219820310711207 -0.208406142310345 0.0563975561167241 -0.956522679827586 -0.94160022437931 0.0284272830603448 -0.980244316206897 -0.979754904482759 0.286037101756897 -0.967073139310345 -0.957597336551724 -0.0380000629137931 -0.98279109862069 -0.979484180172414 0.0677140310827586 -0.00181877012362069 0.0243122043855172 0.0297585746206897 -0.0684780051034483 0.596825714655172 -0.520144868965517 -0.452658409482759
"sitting.10" 0.269250536407407 -0.0153915425477778 -0.110952554166667 -0.963678804074074 -0.952667804444444 -0.970610478888889 -0.510301986666667 0.668656198703704 0.728324733518519 -0.954653336481481 -0.969192079444444 -0.975743996296296 0.0810097568518519 0.00377695261481481 0.000542129257555556 -0.980611315185185 -0.974169456666667 -0.98485763537037 -0.0305190198444444 -0.0989949240555556 0.109386579851852 -0.978052771296296 -0.960225846666667 -0.977146408888889 -0.0971022442407407 -0.0361945806875926 -0.0581778330555556 -0.979206200555556 -0.981956497592593 -0.987613513703704 -0.957038415925926 -0.947467596111111 -0.957038415925926 -0.947467596111111 -0.981708849814815 -0.979154215740741 -0.955976582592593 -0.95673429037037 -0.984578705 -0.980344100740741 -0.970940210740741 -0.958536022962963 -0.975440129814815 -0.961415923333333 -0.952106975 -0.969522030185185 -0.218170155183704 0.187713783518519 0.204784067185185 -0.98059809037037 -0.974449902962963 -0.98232447962963 -0.982411341851852 -0.975731871851852 -0.98602738962963 0.140313454148148 0.0714992438342593 0.0926447620777778 -0.973419590185185 -0.968451265 -0.977808842962963 -0.97961720537037 -0.956546115555556 -0.979014171666667 0.093234708232963 -0.0716002756296296 0.0450988213925926 -0.960021447962963 -0.948566505925926 0.0294887273037037 -0.979154823888889 -0.977943503148148 0.301620734857407 -0.966471149074074 -0.957944708888889 0.0124600491325926 -0.981312417037037 -0.980128572407407 0.150248944481481 -0.0258018867351852 0.0100877303888889 -0.0310499657259259 -0.0413747467777778 0.616629437592593 -0.424766668888889 -0.549352748518519
"standing.10" 0.270895166590909 -0.0191626117272727 -0.104226566568182 -0.976627468409091 -0.954472237954545 -0.963094828181818 -0.346582247954545 0.596752607272727 0.762430702727273 -0.971900683863636 -0.971356607045455 -0.970139124772727 0.0750807204681818 0.0129122731990909 -0.00178684909818182 -0.981559742727273 -0.977207478636364 -0.983045044545454 -0.0213890130564545 -0.0821816495909091 0.118805572045455 -0.980089964772727 -0.977105444318182 -0.9681249775 -0.103375771863636 -0.0376628512954545 -0.0645090341363636 -0.982367040909091 -0.983281186136364 -0.985620039318182 -0.961858743636364 -0.963053280909091 -0.961858743636364 -0.963053280909091 -0.981936670681818 -0.980208202272727 -0.960513012727273 -0.961115230454545 -0.985506943636364 -0.982564455 -0.977744297954545 -0.961684920454545 -0.971128030681818 -0.976337268181818 -0.953338308409091 -0.961201268636364 -0.0612719675704545 0.148772670354545 0.193214474977273 -0.981202560681818 -0.977343138863636 -0.981078736136364 -0.983713324318182 -0.978729327272727 -0.983535294772727 0.1858550513 0.0459396791581818 0.0362014005727273 -0.975214048863636 -0.976465203409091 -0.9678466725 -0.981704426136364 -0.9777283675 -0.971145395227273 0.100064245995455 0.0656058147931818 0.162609794790909 -0.971209376136364 -0.964258067954545 0.170290647909091 -0.979596130454545 -0.980011748409091 0.316246989159091 -0.969289063181818 -0.962514246818182 0.084752607475 -0.983170451136364 -0.982651557954546 0.218215252772727 0.00160801815045455 -0.00225744893409091 0.0558618263409091 0.0453199675454545 0.500506757954545 -0.375661686590909 -0.5942821625
